state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate"
PA,2018,14263,43354,346,5261,4867,31671,44167,63413,20000,448,2271,8342,34,0,0,36652,6747,84,2542,516,1901,1296,1177,3946,41351,2285,0,244,6351,5108,2419,12809107,111.3504634,338.4623144,2.701203136,41.07234017,37.99640365,247.2537703,344.809361,495.0618337,156.1389096,3.497511575,17.72957319,65.1255392,0.265436146,0,0,286.1401657,52.67346116,0.65578342,19.84525541,4.028383868,14.84100336,10.11780134,9.18877483,30.80620687,322.8250026,17.83887042,0,1.904894697,49.58191075,39.87787751,18.88500112
PA,2019,13185,42479,312,4529,4055,27239,40933,57369,17189,438,2109,5649,58,1,3,33030,5535,53,2259,474,1790,1000,1033,3804,38712,1914,0,206,5781,5017,2177,12798883,103.0168023,331.8961506,2.437712729,35.38590047,31.68245229,212.8232597,319.8169715,448.234428,134.3007823,3.422173638,16.47800046,44.13666411,0.453164546,0.007813182,0.023439545,258.0693956,43.24596139,0.414098637,17.64997774,3.703448184,13.98559546,7.813181822,8.071016822,29.72134365,302.4638947,14.95443001,0,1.609515455,45.16800411,39.1987332,17.00929683
PA,2020,10305,29075,340,4073,1239,20007,21276,36919,9647,248,1105,3096,144,7,14,20502,2814,59,2049,519,1268,343,672,2741,24107,1435,0,191,4322,5118,1450,12995477,79.29681996,223.7316876,2.616294885,31.34167372,9.534086359,153.953564,163.7184999,284.0911496,74.23351986,1.908356269,8.502958375,23.82367342,1.108077834,0.053864895,0.107729789,157.7625816,21.65368766,0.454004112,15.76702417,3.993697192,9.757240923,2.63937984,5.17102989,21.09195376,185.5030023,11.04230341,0,1.469742126,33.25772498,39.382933,11.15772818
PA,2021,4039,12359,161,1339,46,4571,23096,19651,230,62,585,784,53,5,3,7304,540,26,1005,198,377,65,285,922,18581,587,0,1148,1964,3088,293,13013614,31.03672815,94.9697755,1.23716594,10.28922481,0.353475983,35.12475474,177.4756805,151.0034031,1.767379915,0.476424151,4.495292391,6.024460231,0.407265806,0.038421302,0.023052781,56.12583868,4.149500669,0.199790773,7.722681801,1.521483579,2.896966208,0.499476932,2.190014242,7.084888179,142.7812443,4.510660912,0,8.821531052,15.09188762,23.72899642,2.251488326
PA,2022,8122,26511,238,2985,251,14751,30134,28091,5052,203,1113,3054,103,1,3,19774,1791,52,2071,488,980,359,601,2134,29396,1477,0,1178,3853,5580,1219,12972091,62.61133999,204.3695191,1.834708067,23.01093941,1.934923213,113.7133558,232.2987096,216.5495139,38.9451477,1.564898057,8.579958312,23.54285057,0.794012315,0.007708857,0.023126572,152.4349467,13.80656364,0.400860586,15.96504372,3.761922423,7.554680275,2.767479815,4.633023311,16.45070174,226.6095728,11.38598241,0,9.081034045,29.70222765,43.01542442,9.397097199
RI,2014,585,11462,49,644,17,2784,2723,1905,5,120,104,509,19,0,0,2549,704,0,118,14,116,85,61,123,4057,313,0,3,937,352,94,1056511,55.37093319,1084.891686,4.637907225,60.9553521,1.609069854,263.5088513,257.7351301,180.3104748,0.473255839,11.35814014,9.843721457,48.17744444,1.798372189,0,0,241.2658269,66.63442217,0,11.16883781,1.32511635,10.97953547,8.045349268,5.773721239,11.64209365,383.999788,29.62581554,0,0.283953504,88.68814428,33.31721108,8.897209778
RI,2015,612,9668,29,489,13,2418,2590,1747,12,91,101,436,5,0,0,2115,588,0,116,18,76,98,94,155,3922,310,0,0,988,394,87,1056886,57.90596148,914.7628032,2.743909939,46.26799863,1.230028593,228.7853184,245.0595428,165.2969194,1.135411009,8.610200154,9.556375995,41.25326667,0.473087921,0,0,200.1161904,55.63513946,0,10.97563976,1.703116514,7.190936392,9.272523243,8.894052906,14.66572554,371.0901649,29.33145107,0,0,93.4821731,37.27932814,8.231729818
RI,2016,649,9614,36,596,12,2239,2724,1745,10,87,111,587,18,0,0,2124,480,0,127,18,68,80,85,143,4004,341,0,0,1037,465,91,1057816,61.35282507,908.8537137,3.40323837,56.34250191,1.13441279,211.6625198,257.5117034,164.9625266,0.945343992,8.224492728,10.49331831,55.49169232,1.701619185,0,0,200.7910639,45.37651161,0,12.0058687,1.701619185,6.428339144,7.562751934,8.03542393,13.51841908,378.5157343,32.23623012,0,0,98.03217195,43.95849562,8.602630325
RI,2017,709,8547,31,585,12,2204,2498,1967,9,110,97,491,9,8,0,1939,452,1,157,11,84,79,91,157,4129,326,0,1,1039,429,75,1056554,67.10494684,808.9506074,2.934066787,55.36867969,1.135767788,208.6026838,236.4289946,186.17127,0.851825841,10.41120473,9.180789624,46.47183201,0.851825841,0.757178526,0,183.5211452,42.7805867,0.094647316,14.85962857,1.041120473,7.950374519,7.477137941,8.612905729,14.85962857,390.7987666,30.85502492,0,0.094647316,98.33856102,40.60369844,7.098548678
RI,2018,675,8522,12,497,18,2276,2423,2031,11,75,124,554,4,2,0,1997,337,2,158,4,74,63,77,192,4171,352,0,0,918,348,82,1059338,63.71903963,804.4646751,1.132782927,46.91609288,1.69917439,214.8511618,228.7277526,191.7235103,1.038384349,7.079893292,11.70542358,52.29681178,0.377594309,0.188797154,0,188.5139587,31.81232052,0.188797154,14.9149752,0.377594309,6.985494715,5.947110365,7.268690446,18.12452683,393.7364656,33.22829918,0,0,86.65789389,32.85070487,7.740683332
RI,2019,682,8357,45,485,14,2251,2482,1843,28,108,160,592,5,6,1,1843,278,1,141,10,77,43,105,109,4052,277,0,4,933,362,87,1058158,64.45162254,789.7686357,4.252673041,45.834365,1.323053835,212.7281559,234.5585442,174.170587,2.64610767,10.2064153,15.12061526,55.94627645,0.472519227,0.567023072,0.094503845,174.170587,26.27206901,0.094503845,13.3250422,0.945038454,7.276796093,4.063665351,9.922903763,10.30091914,382.9295814,26.17756517,0,0.378015381,88.17208772,34.21039202,8.221834546
RI,2020,797,6211,33,386,18,1626,2051,1423,23,46,93,226,2,0,0,1177,432,0,154,15,56,8,72,95,3306,266,0,0,837,332,56,1096444,72.68953088,566.4675989,3.009729635,35.20471634,1.64167071,148.2975875,187.059257,129.78319,2.097690352,4.195380703,8.481965335,20.6120878,0.182407857,0,0,107.3470237,39.40009704,0,14.04540496,1.368058925,5.107419987,0.729631427,6.56668284,8.664373192,301.5201871,24.26024494,0,0,76.33768802,30.27970421,5.107419987
RI,2021,691,7426,29,350,12,1545,2798,1637,0,49,115,254,1,0,0,1008,402,0,163,13,91,4,79,86,3363,265,0,0,878,476,60,1097092,62.98469044,676.8803346,2.643351697,31.90252048,1.093800702,140.8268404,255.0378637,149.2126458,0,4.466352867,10.48225673,23.15211486,0.091150059,0,0,91.87925899,36.64232352,0,14.85745954,1.184950761,8.294655325,0.364600234,7.200854623,7.838905033,306.5376468,24.15476551,0,0,80.02975138,43.38742785,5.469003511
RI,2022,561,7491,34,417,3,1993,2660,1293,0,61,117,293,5,0,0,1196,314,1,182,17,57,2,86,92,3632,216,0,1,812,493,69,1093842,51.28711459,684.8338243,3.108309975,38.12250764,0.274262645,182.2018171,243.1795451,118.2071999,0,5.576673779,10.69624315,26.78631832,0.457104408,0,0,109.3393744,28.70615683,0.091420882,16.63860046,1.554154988,5.210990253,0.182841763,7.86219582,8.41072111,332.0406421,19.74691043,0,0.091420882,74.23375588,45.07049464,6.308040832
SC,2014,5612,33621,135,4071,39,13713,17181,30787,9798,406,1491,4348,114,0,0,25055,8054,5,851,253,1477,649,360,1321,20242,2100,0,703,3114,2027,417,4826858,116.2661093,696.5400681,2.796850456,84.34057932,0.807979021,284.0978541,355.9458347,637.8269259,202.9891909,8.41126878,30.88965948,90.07930211,2.36178483,0,0,519.0747273,166.8580265,0.103587054,17.63051658,5.241504929,30.59961573,13.4455996,7.458267884,27.36769965,419.3618292,43.50656265,0,14.56433978,64.51401719,41.99419167,8.639160298
SC,2015,5220,29895,119,3577,24,10425,17034,28996,8285,407,1327,3778,131,0,0,23047,6667,9,842,284,1361,599,360,1124,18848,1990,0,522,3100,2046,342,4896006,106.6175164,610.5997419,2.430552577,73.05955099,0.490195478,212.9286606,347.9162403,592.2378363,169.2195639,8.312898309,27.10372495,77.16493811,2.675650316,0,0,470.7306323,136.1722187,0.183823304,17.19769134,5.800646486,27.79816855,12.23446213,7.352932166,22.95748821,384.9668485,40.64537503,0,10.66175164,63.31691587,41.78916447,6.985285557
SC,2016,5287,30586,126,3498,31,8938,16146,31766,7186,359,1187,3644,51,0,0,20931,5185,12,992,299,1286,591,441,1226,17344,2097,0,428,2928,2421,326,4963031,106.5276441,616.2766261,2.538771166,70.48112333,0.624618303,180.091561,325.3253909,640.0524196,144.7905524,7.233482926,23.9168363,73.42287405,1.027597853,0,0,421.7382483,104.4724484,0.24178773,19.98778569,6.024544275,25.91158508,11.90804571,8.885699082,24.70264643,349.4638659,42.25240584,0,8.623762374,58.99620615,48.78067455,6.568566668
SC,2017,5518,32097,122,3692,32,9299,16236,35858,6556,420,1362,3944,44,6,4,21635,4705,9,1145,328,1294,383,509,1296,16771,2308,0,505,3021,2583,318,5027102,109.7650296,638.4791874,2.426845527,73.44191544,0.636549646,184.9773488,322.9693768,713.293663,130.4131088,8.354714108,27.09314432,78.45474391,0.875255764,0.119353059,0.079568706,430.3672374,93.59269018,0.179029588,22.77654203,6.524633875,25.74047632,7.618703579,10.12511781,25.78026068,333.6116912,45.91114324,0,10.04554911,60.09426505,51.38149176,6.32571211
SC,2018,5536,29195,152,3485,35,9237,15815,37963,6117,361,1230,3630,82,7,1,20311,4482,9,1212,327,1311,291,568,1284,17254,2578,0,597,2795,2869,314,5091702,108.7259231,573.3839097,2.985249333,68.44469688,0.687392939,181.4128164,310.6034092,745.5856607,120.1366459,7.089967166,24.15695184,71.29246763,1.610463456,0.137478588,0.019639798,398.9039421,88.02557573,0.176758184,23.80343547,6.422214026,25.7477755,5.715181289,11.1554054,25.21750095,338.8650789,50.63139987,0,11.72495955,54.89323609,56.34658116,6.166896649
SC,2019,5576,27692,130,3302,11,8814,9777,33733,5606,441,1243,3561,47,4,1,20352,4266,13,1210,350,1238,284,494,1149,16949,2472,0,584,2983,3185,309,5157702,108.1101622,536.905777,2.520502348,64.02075963,0.213273276,170.8900592,189.561165,654.0315823,108.6918166,8.550319503,24.09988014,69.04237585,0.911258541,0.077553918,0.01938848,394.5943368,82.71125397,0.252050235,23.46006031,6.785967859,24.00293774,5.506328206,9.577908921,22.27736306,328.6153407,47.92832157,0,11.32287209,57.83583464,61.75230752,5.991040196
SC,2020,5838,28757,135,3023,30,7775,11515,29452,3162,233,895,2606,29,4,0,18043,3594,10,1214,440,841,184,448,1029,15490,2651,0,495,3029,3481,254,5132151,113.753473,560.3303566,2.630475993,58.90317724,0.584550221,151.4959322,224.3698597,573.8724367,61.61159327,4.540006715,17.43908159,50.77792918,0.565065213,0.077940029,0,351.5679878,70.02911645,0.194850074,23.65479893,8.573403238,16.38689119,3.585241354,8.729283297,20.05007257,301.822764,51.65475451,0,9.645078642,59.02008729,67.82731061,4.949191869
SC,2021,5671,32202,141,2602,17,7304,11630,29129,0,202,797,2281,51,2,0,13738,3851,21,1186,492,924,69,438,870,15870,2415,0,378,3072,3922,287,5193848,109.1868688,620.0027417,2.71475022,50.09773101,0.32731031,140.6279121,223.9187593,560.8365898,0,3.889216627,15.34507748,43.91734221,0.981930931,0.038507095,0,264.5052377,74.14541203,0.404324501,22.83470752,9.472745448,17.79027804,1.328494788,8.433053875,16.75058646,305.5538013,46.4973176,0,7.277841015,59.14689841,75.51241392,5.525768178
SC,2022,5642,34867,147,2539,5,6829,10927,28181,0,232,735,2102,48,4,2,13522,3392,18,1022,411,914,66,397,670,16421,1953,0,639,2971,4373,273,5282955,106.7962911,659.9904788,2.782533639,48.06022387,0.094644001,129.264777,206.8350005,533.4325202,0,4.391481661,13.91266819,39.78833816,0.908582413,0.075715201,0.037857601,255.9552372,64.2064905,0.340718405,19.34523387,7.779736909,17.30092344,1.249300817,7.514733705,12.68229618,310.8298291,36.96794692,0,12.09550337,56.23746559,82.77564356,5.167562472
SD,2014,775,8034,27,318,149,2302,6128,4965,111,34,75,636,0,0,0,3186,3288,3,135,10,371,52,51,63,3856,92,0,419,471,159,61,849670,91.21188226,945.543564,3.177704285,37.42629491,17.53621994,270.9287135,721.22118,584.3445102,13.06389539,4.001553544,8.826956348,74.85258983,0,0,0,374.9691057,386.9737663,0.353078254,15.88852143,1.176927513,43.66401073,6.120023068,6.002330316,7.414643332,453.823249,10.82773312,0,49.3132628,55.43328586,18.71314746,7.17925783
SD,2015,1304,12025,31,336,169,3940,7862,6681,9062,34,71,742,1,0,0,3201,7928,7,248,17,1210,50,67,71,4536,121,177,447,573,242,75,854663,152.5747575,1406.987315,3.627160647,39.31374121,19.77387578,461.0004177,919.8947421,781.711622,1060.300961,3.978176193,8.307367933,86.81784516,0.117005182,0,0,374.5335881,927.6170842,0.819036275,29.01728518,1.989088097,141.5762704,5.850259108,7.839347205,8.307367933,530.7355063,14.15762704,20.70991724,52.30131643,67.04396938,28.31525408,8.775388662
SD,2016,1306,20555,18,399,140,3678,8893,7454,3884,41,107,713,1,0,0,3025,4375,1,315,25,1541,26,56,61,4709,190,55,474,525,312,70,863693,151.2111364,2379.89656,2.084073855,46.19697045,16.20946332,425.8457577,1029.648266,863.0381397,449.6968251,4.747057114,12.38866125,82.55248103,0.115781881,0,0,350.2401895,506.5457286,0.115781881,36.47129246,2.894547021,178.4198784,3.010328902,6.483785326,7.062694731,545.2168768,21.99855736,6.368003446,54.88061151,60.78548744,36.12394682,8.104731658
SD,2017,1573,16372,15,448,184,3642,8296,7950,6941,33,102,747,1,0,0,2501,5109,1,326,20,2384,33,83,78,4915,220,69,568,632,337,91,873732,180.0323211,1873.80112,1.716773564,51.27430379,21.05908906,416.8326214,949.4902327,909.8899891,794.408354,3.776901842,11.67406024,85.49532351,0.114451571,0,0,286.243379,584.733076,0.114451571,37.31121213,2.289031419,272.8525452,3.776901842,9.49948039,8.927222535,562.5294713,25.17934561,7.897158396,65.00849231,72.33339285,38.57017941,10.41509296
SD,2018,1275,15547,25,315,82,2782,6622,8446,3710,31,130,819,1,0,0,2347,2671,6,241,12,881,16,68,76,4843,174,50,623,586,283,64,879386,144.9875254,1767.938084,2.842892655,35.82044745,9.324687907,316.3570946,753.0254064,960.4428544,421.8852699,3.525186892,14.7830418,93.13316337,0.113715706,0,0,266.8907624,303.7346512,0.682294237,27.40548519,1.364588474,100.1835371,1.819451299,7.732668021,8.64239367,550.7251651,19.78653288,5.685785309,70.84488495,66.63740382,32.18154485,7.277805196
SD,2019,1193,15373,18,298,64,2694,6051,8276,1910,24,166,789,1,0,0,2085,3740,11,302,15,793,21,76,62,5109,193,1,632,571,325,53,887127,134.4790543,1732.897319,2.029021775,33.59158272,7.214299644,303.6769256,682.0894866,932.8991227,215.301755,2.705362366,18.7120897,88.93878779,0.112723432,0,0,235.0283556,421.5856354,1.239957751,34.04247644,1.690851479,89.38968152,2.367192071,8.566980827,6.98885278,575.9040137,21.75562236,0.112723432,71.24120898,64.36507963,36.63511538,5.974341892
SD,2020,1924,11576,28,303,74,2465,6200,7511,6857,17,127,578,1,2,0,1656,2404,16,395,23,1107,5,41,67,5234,268,2,561,504,286,50,887852,216.7027838,1303.820907,3.153678766,34.12730951,8.334722454,277.6363628,698.314584,845.9743291,772.3134036,1.914733537,14.30418583,65.10094025,0.112631385,0.225262769,0,186.5175727,270.7658484,1.802102152,44.48939688,2.590521844,124.6829427,0.563156923,4.617886765,7.546302762,589.5126665,30.18521105,0.225262769,63.18620671,56.76621779,32.21257597,5.631569226
SD,2021,1204,20550,23,230,55,3608,6763,6095,0,12,148,556,3,0,0,922,1599,15,287,11,849,8,47,52,4479,168,0,600,430,370,48,896299,134.3301733,2292.761679,2.566107962,25.66107962,6.136345126,402.5442403,754.5473107,680.0186099,0,1.338838937,16.51234688,62.03287073,0.334709734,0,0,102.8674583,178.4002883,1.673548671,32.02056457,1.227269025,94.72285476,0.892559291,5.243785835,5.801635392,499.7216331,18.74374511,0,66.94194683,47.97506189,41.28086721,5.355355746
SD,2022,1218,17676,31,299,59,3444,5965,5357,0,25,116,494,0,0,1,1116,1469,6,351,28,883,5,50,93,4870,199,0,502,504,365,60,909869,133.8654246,1942.697245,3.407083877,32.86187352,6.484449959,378.5160281,655.5888815,588.7660751,0,2.747648288,12.74908806,54.29353017,0,0,0.109905932,122.6550196,161.4518134,0.659435589,38.57698196,3.077366082,97.04693753,0.549529658,5.495296576,10.22125163,535.2418865,21.87128037,0,55.17277762,55.39258948,40.115665,6.594355891
TN,2014,14622,144253,241,6081,1555,8710,27174,41969,17729,767,1718,6735,207,0,0,36630,6981,10,2166,312,3573,1399,370,2093,31627,749,0,7,4715,3018,635,6544617,223.4202552,2204.147317,3.68241564,92.91605605,23.75998473,133.086474,415.2114631,641.2751121,270.8943854,11.71955517,26.2505812,102.9090014,3.16290472,0,0,559.6966178,106.6678157,0.152797329,33.09590156,4.767276679,54.59448582,21.37634639,5.65350119,31.98048106,483.2521139,11.44451998,0,0.106958131,72.04394084,46.11423403,9.702630421
TN,2015,14487,139821,140,5529,1709,7371,23927,39778,16445,822,1917,6228,159,0,0,35712,5679,14,2318,335,3873,1294,358,1989,30920,820,0,12,5011,2564,694,6595354,219.6546235,2119.992346,2.122706378,83.83173974,25.91218,111.7604908,362.7856822,603.1215307,249.3421885,12.46331888,29.06591519,94.43010944,2.410787958,0,0,541.4720726,86.106068,0.212270638,35.14595274,5.079333118,58.72315572,19.61987181,5.428063452,30.15759275,468.8148657,12.4329945,0,0.181946261,75.97772614,38.87585109,10.52255876
TN,2016,13289,145510,192,5547,1256,7358,23631,46089,14720,758,2018,6104,178,0,0,31435,4435,19,2801,286,4133,1174,305,1934,32266,1087,0,25,4731,2861,613,6651277,199.7962196,2187.700197,2.886663719,83.397519,18.88359183,110.6253731,355.285158,692.9346049,221.3108851,11.39630781,30.34003846,91.77185073,2.676177823,0,0,472.6160104,66.67892496,0.285659431,42.11221394,4.299926165,62.13844349,17.65074586,4.585585595,29.07712308,485.1098518,16.34272637,0,0.375867672,71.1291982,43.01429635,9.216275311
TN,2017,12435,154638,192,5462,1237,6828,20144,49149,15279,687,1879,5647,149,23,1,30380,3918,27,3549,375,4332,959,478,1882,32951,1509,0,5,4756,3143,640,6714748,185.1893772,2302.960588,2.859377597,81.3433356,18.42213587,101.6866158,299.9963662,731.955987,227.5439078,10.23121046,27.98317971,84.09846505,2.218996156,0.342529608,0.014892592,452.4369343,58.34917409,0.402099975,52.85380777,5.584721869,64.51470703,14.28199539,7.118658809,28.02785749,490.7257875,22.4729208,0,0.074462958,70.82916589,46.80741556,9.531258656
TN,2018,12307,151438,150,4810,885,6182,20212,50859,14305,752,1849,5501,76,3,0,31570,3470,27,3977,419,4474,540,477,1852,32498,1657,0,9,4376,3027,597,6778180,181.5679135,2234.198561,2.212983426,70.96300187,13.05660221,91.20442361,298.1921401,750.3341605,211.0448527,11.09442358,27.27870903,81.15747885,1.121244936,0.044259669,0,465.7592451,51.19368326,0.398337017,58.67356724,6.181600371,66.00591899,7.966740334,7.037287295,27.3229687,479.4502359,24.44609025,0,0.132779006,64.56010315,44.65800554,8.807674036
TN,2019,12207,143053,162,4846,723,5909,19588,47202,13392,811,2074,5149,57,20,5,29053,3066,34,4124,386,3906,498,488,1755,32622,1566,0,13,4447,2962,588,6830325,178.7177038,2094.380575,2.371775867,70.94830773,10.58514785,86.51125678,286.7799116,691.0652129,196.066805,11.87351993,30.36458734,75.38440704,0.834513731,0.292811835,0.073202959,425.3531128,44.88805438,0.49778012,60.37780047,5.651268424,57.18615146,7.291014703,7.144608785,25.69423856,477.6053848,22.92716672,0,0.190327693,65.10671161,43.36543283,8.608667962
TN,2020,11841,103162,156,4419,476,4241,18347,40249,9105,466,1443,3856,31,11,0,23648,1968,39,3998,423,2287,295,359,1417,28047,1837,0,9,4191,2948,464,6926091,170.9622354,1489.469312,2.252352734,63.80222264,6.872563471,61.23223042,264.8968949,581.1214435,131.4594336,6.728181885,20.83426279,55.67353937,0.447582915,0.158819744,0,341.4335734,28.41429603,0.563088184,57.72375789,6.107341067,33.02006861,4.259256773,5.18329892,20.45887067,404.9470329,26.52289726,0,0.129943427,60.51032249,42.56369141,6.699305568
TN,2021,11746,115695,189,3959,449,4729,19605,44179,0,420,1439,3561,33,64,0,18203,2096,35,3777,410,2250,362,399,1196,28477,1982,0,5,4319,3614,524,6963709,168.6744808,1661.399119,2.714070907,56.85188741,6.447713424,67.90921332,281.531006,634.4176645,0,6.031268682,20.66427532,51.13654232,0.473885396,0.919050466,0,261.3980567,30.09890275,0.502605723,54.23833764,5.887667046,32.31036794,5.198379197,5.729705248,17.17475558,408.9343768,28.46184411,0,0.071800818,62.02154628,51.89763099,7.524725689
TN,2022,10479,114659,151,3509,335,3948,17659,37009,0,498,1550,3119,21,30,0,17260,1966,24,3306,344,2142,425,328,915,25983,1717,0,9,3711,3049,408,7048976,148.6598905,1626.605056,2.142155116,49.78028014,4.752463337,56.00813508,250.5186569,525.0266138,0,7.064855945,21.98900947,44.24756163,0.297915612,0.425593732,0,244.8582603,27.89057588,0.340474985,46.90042923,4.880141456,30.38739244,6.029244531,4.653158132,12.98060881,368.606731,24.35814791,0,0.127678119,52.6459446,43.25450959,5.78807475
TX,2014,21342,250896,530,14886,3000,12305,70583,139685,76072,525,5030,8183,597,0,0,109800,13008,118,4694,748,5210,5121,2008,6317,95860,1085,0,1080,9223,9671,3611,26963092,79.15264318,930.5164259,1.965649934,55.20880172,11.12632038,45.63645742,261.7763571,518.0600207,282.1338146,1.947106066,18.6551305,30.34889322,2.214137755,0,0,407.2233259,48.24372516,0.437635268,17.40898262,2.774162548,19.32270972,18.99262889,7.447217107,23.42832194,355.5230238,4.024019204,0,4.005475336,34.20601762,35.86754813,13.39238096
TX,2015,22062,255703,464,13118,3074,11333,72648,133424,78686,661,4905,6932,678,0,0,99377,11195,80,5605,766,5194,4988,2130,6981,96536,959,6,1006,8622,10980,3272,27468531,80.3173639,930.8943387,1.689205731,47.75646721,11.19098797,41.25812189,264.4771939,485.7340205,286.4587116,2.406390061,17.85679766,25.23615114,2.468279065,0,0,361.7849094,40.7557288,0.291242367,20.40516837,2.788645669,18.90891071,18.15896161,7.754328035,25.41453709,351.4421649,3.49126788,0.021843178,3.662372771,31.38864616,39.97301494,11.91181283
TX,2016,22229,254854,416,12516,2520,10745,69323,143275,73308,926,4795,6687,495,1,0,78857,11160,92,5922,906,4411,4518,2347,7212,95863,1073,0,2200,8274,12578,3051,27914064,79.63369289,912.9949691,1.490288193,44.83761304,9.027707323,38.49314095,248.3443471,513.2717328,262.6203049,3.317324199,17.17772088,23.95566622,1.773299653,0.003582424,0,282.4991732,39.97984672,0.329582966,21.21511221,3.245675728,15.80207024,16.18538956,8.407948051,25.83643858,343.4218679,3.84394046,0,7.88133179,29.64097238,45.0597233,10.92997422
TX,2017,22528,235550,493,11348,2367,9476,69923,146747,67268,806,4724,6482,368,43,15,66895,9496,108,5547,880,4452,4744,2463,6797,97307,958,26,909,7702,13905,2950,28291024,79.62949662,832.5962326,1.742602177,40.11166227,8.366611262,33.49472257,247.1561298,518.7051554,237.7715278,2.848960151,16.69787562,22.91186067,1.300765925,0.151991671,0.05302035,236.4530884,33.56541637,0.381746521,19.6069255,3.110527212,15.73643994,16.76856942,8.705941503,24.02528802,343.9500811,3.386233033,0.09190194,3.213033222,27.22418248,49.14986464,10.42733554
TX,2018,26920,223031,434,9649,1689,8049,73972,148575,58849,457,4627,6910,348,35,55,63674,9165,80,5447,786,4425,4029,2189,5954,96909,945,4,532,7656,13860,2592,28624564,94.04510056,779.159466,1.516180299,33.70881038,5.900526555,28.11920559,258.4214034,519.0472071,205.5891576,1.596530868,16.16443835,24.14010568,1.215739041,0.122272605,0.192142665,222.4453096,32.01795493,0.279480239,19.0291108,2.745893352,15.45875074,14.07532356,7.647278051,20.80031682,338.5518815,3.301360328,0.013974012,1.858543592,26.74625891,48.41995148,9.055159757
TX,2019,27629,196222,466,9202,1316,7486,72242,128448,52657,360,4233,7488,318,54,29,59632,8235,63,5818,768,4025,3015,2222,6029,80441,859,27,549,7567,12202,1692,28986794,95.31581864,676.9358488,1.607628633,31.74549072,4.539998456,25.82555353,249.2238362,443.1259283,181.6585856,1.241944866,14.60320172,25.83245322,1.097051299,0.18629173,0.100045559,205.7212674,28.40948882,0.217340352,20.07120898,2.649482382,13.88563358,10.40128826,7.665559703,20.79912666,277.5091305,2.963418445,0.093145865,1.893965921,26.10499112,42.09503128,5.837140872
TX,2020,24851,132473,470,8388,1093,5969,61161,89186,31767,242,2835,5579,162,58,37,43471,5287,83,6201,1059,3414,1514,1890,5526,79964,948,3,678,6696,13971,1240,29234361,85.00613371,453.1414249,1.607697189,28.69226387,3.738751122,20.4177543,209.2092931,305.0725138,108.6632268,0.827793021,9.697492618,19.0837077,0.554142435,0.198396674,0.126563396,148.6983074,18.08488306,0.283912482,21.211341,3.622449624,11.67803873,5.178837328,6.464995079,18.90241418,273.5274426,3.242759436,0.010261897,2.319188711,22.90455399,47.7896541,4.241584073
TX,2021,24014,170708,562,7473,461,5679,63252,85870,0,219,2123,5597,153,31,44,37295,5083,92,6836,1138,2191,1935,1808,4740,81693,1080,0,714,7403,17246,898,29561286,81.23462558,577.4714943,1.901135154,25.27968506,1.559472074,19.2109369,213.9690405,290.4812734,0,0.740833805,7.181690269,18.93354707,0.517568823,0.104866886,0.148843322,126.1616291,17.19478645,0.311217854,23.1248397,3.849629546,7.411720857,6.545723349,6.116107398,16.0344851,276.3513062,3.653426986,0,2.415321174,25.04288886,58.33981647,3.037756882
TX,2022,24078,179231,561,7486,418,5665,58645,85347,0,233,3259,6512,181,33,60,43022,4390,99,7658,1022,2359,1647,1735,4634,86449,1050,0,569,7669,17449,882,30029848,80.18022602,596.8428478,1.868141324,24.92853111,1.391948437,18.86456435,195.2890338,284.2072328,0,0.775894703,10.85253578,21.68509145,0.602733654,0.109890666,0.199801211,143.2641284,14.61878861,0.329671998,25.50129458,3.403280629,7.855517617,5.484543245,5.777585021,15.43131354,287.876915,3.496521195,0,1.894781485,25.5379248,58.10552221,2.937077803
